Name,FirstName,LastName,Affiliation,Location,Role,Country,OrcID
"Eric Lo, Polytecnic University of Hong Kong",Eric,Lo,Polytecnic University of Hong Kong,Hong Kong,Demo Track PC Members,Hong Kong SAR,
"Guy Lohman, IBM Almaden",Guy,Lohman,IBM Research,Almaden,Demo Track PC Members,United States,
"Bertram Ludaescher, University of Illinois at Urbana-Champaign",Bertram,Ludaescher,University of Illinois,Urbana-Champaign,Demo Track PC Members,United States,https://orcid.org/0000-0001-9140-936X
"Stefan Manegold, CWI",Stefan,Manegold,Centrum Wiskunde & Informatica,Amsterdam,Demo Track PC Members,Netherlands,
"Henrik Mühe, Oracle Labs",Henrik,Mühe,Oracle Labs,?,Demo Track PC Members,United States,
"Bernhard Mitschang, Universität Stuttgart",Bernhard,Mitschang,University of Stuttgart,Stuttgart,Demo Track PC Members,Germany,
"Thomas Neumann, TUM, Munich, Germany",Thomas,Neumann,Technical University of Munich,Munich,Demo Track PC Members,Germany,
"Boris Novikov, St. Petersburg University",Boris,Novikov,St Petersburg University,St. Petersburg,Demo Track PC Members,Russia,
"Tamer Ozsu, Waterloo",Tamer,Ozsu,University of Waterloo,Waterloo,Demo Track PC Members,Canada,https://orcid.org/0000-0002-8126-1717
"Themis Palpanas, Paris Descartes University",Themis,Palpanas,Paris Descartes University,Paris,Demo Track PC Members,France,https://orcid.org/0000-0002-8031-0265
"Norman Paton, Univ. of Manchester",Norman,Paton,University of Manchester,Manchester,Demo Track PC Members,United Kingdom,https://orcid.org/0000-0003-2008-6617
"Andy Pavlo, Carnegie Mellon University",Andrew,Pavlo,Carnegie Mellon University,Pittsburgh,Demo Track PC Members,United States,
"Christopher Re, Stanford University",Christopher,Re,Stanford University,Stanford,Demo Track PC Members,United States,
"Berthold Reinwald, IBM",Berthold,Reinwald,IBM Research,Almaden,Demo Track PC Members,United States,
"Uwe Röhm, University of Sydney",Uwe,Röhm,University of Sydney,Sydney,Demo Track PC Members,Australia,https://orcid.org/0000-0003-3598-7119
"Kai-Uwe Sattler, TU Ilmenau",Kai-Uwe,Sattler,Technical University of Ilmenau,Ilmenau,Demo Track PC Members,Germany,https://orcid.org/0000-0003-1608-7721
"Ansger Scherp, Kiel University",Ansger,Scherp,University of Kiel,Kiel,Demo Track PC Members,Germany,
"Stefanie Scherzinger, Ostbayerische Technische Hochschule Regensburg",Stefanie,Scherzinger,Regensburg University of Applied Sciences,Regensburg,Demo Track PC Members,Germany,
"Bernhard Seeger, Universität Marburg",Bernhard,Seeger,University of Marburg,Marburg,Demo Track PC Members,Germany,https://orcid.org/0000-0002-9362-153X
"Jens Teubner, TU Dortmund",Jens,Teubner,Technical University of Dortmund,Dortmund,Demo Track PC Members,Germany,https://orcid.org/0000-0002-0344-5203
"Martin Theobald, University of Antwerp, Belgium",Martin,Theobald,University of Antwerp,Antwerp,Demo Track PC Members,Belgium,
"Pinar Tözün, IBM Almaden",Pinar,Tözün,IBM Research,Almaden,Demo Track PC Members,United States,https://orcid.org/0000-0001-6838-4854
"Stratis Viglas, University of Edinburgh",Stratis,Viglas,University of Edinburgh,Edinburgh,Demo Track PC Members,United Kingdom,
"Huy Vo, New York University",Huy,Vo,City University of New York,New York City,Demo Track PC Members,United States,
"Robert Wrembel, Poznan University of Technology",Robert,Wrembel,Poznan University of Technology,Piotrowo,Demo Track PC Members,Poland,https://orcid.org/0000-0001-6037-5718
"Rui Zhang, IBM Almaden",Rui,Zhang,IBM Research,Almaden,Demo Track PC Members,United States,
"Sai Wu, Zhejiang University",Sai,Wu,Zhejiang University,Hangzhou,Demo Track PC Members,China,
Alan Fekete,Alan,Fekete,University of Sydney,Sydney,PhD Workshop PC Members,Australia,
Alexandra Meliou,Alexandra,Meliou,University of Massachusetts,Amherst,PhD Workshop PC Members,United States,
Alex Labrinidis,Alexandros,Labrinidis,University of Pittsburgh,Pittsburgh,PhD Workshop PC Members,United States,
Allison Holloway,Allison,Holloway,Oracle,?,PhD Workshop PC Members,United States,
Angela Bonifati,Angela,Bonifati,University of Lille 1 Sciences and Technology,Lille,PhD Workshop PC Members,France,https://orcid.org/0000-0002-9582-869X
Beng Chin Ooi,Beng Chin,Ooi,National University of Singapore,Singapore,PhD Workshop PC Members,Singapore,https://orcid.org/0000-0003-4446-1100
Flavio Rizzolo,Flavio,Rizzolo,?,?,PhD Workshop PC Members,?,
Frank Neven,Frank,Neven,Hasselt University,Diepenbeek,PhD Workshop PC Members,Belgium,https://orcid.org/0000-0002-7143-1903
Gerhard Weikum,Gerhard,Weikum,Max Planck Institute,Saarbrücken,PhD Workshop PC Members,Germany,
Gerome Miklau,Gerome,Miklau,University of Massachusetts,Amherst,PhD Workshop PC Members,United States,
Jayant Madhavan,Jayant,Madhavan,Google Research,Mountain View,PhD Workshop PC Members,United States,
Jennie Duggan,Jennie,Duggan,Massachusetts Institute of Technology,Cambridge,PhD Workshop PC Members,United States,
Jennifer Beckmann,Jennifer,Beckmann,?,?,PhD Workshop PC Members,?,
Kristen LeFevre,Kristen,LeFevre,University of Michigan,Ann Arbor,PhD Workshop PC Members,United States,
Luna Dong,Xin Luna,Dong,Google Research,Mountain View,PhD Workshop PC Members,United States,
Marianne Shaw,Marianne,Shaw,?,?,PhD Workshop PC Members,?,
Mario Nascimento,Mario A.,Nascimento,University of Alberta,Edmonton,PhD Workshop PC Members,Canada,
Paolo Papotti,Paolo,Papotti,Qatar Computing Research Institute,Doha,PhD Workshop PC Members,Qatar,https://orcid.org/0000-0003-0651-4128
Peter Mork,Peter,Mork,?,?,PhD Workshop PC Members,?,
Pirooz Chubak,Pirooz,Chubak,Samsung Research,San Francisco,PhD Workshop PC Members,United States,
Stefan Manegold,Stefan,Manegold,Centrum Wiskunde & Informatica,Amsterdam,PhD Workshop PC Members,Netherlands,
Wang-Chiew Tan,Wang-Chiew,Tan,University of California,Santa Cruz,PhD Workshop PC Members,United States,
Yannis Velegrakis,Yannis,Velegrakis,University of Trento,Trento,PhD Workshop PC Members,Italy,https://orcid.org/0000-0001-6332-0296
